oid,sid,time,contact_mac
37112,537,74221,79
37113,544,74221,42
37114,522,74221,1
37115,534,74221,71
37116,507,74231,77
37117,598,74231,43
37118,543,74231,86
37119,545,74231,63
37120,531,74231,73
37121,554,74241,51
37122,507,74241,23
37123,596,74241,63
37124,520,74241,92
37125,553,74241,32
37126,549,74251,53
37127,599,74251,93
37128,504,74251,83
37129,523,74251,56
37130,506,74251,81
37131,540,74261,69
37132,586,74261,46
37133,516,74261,27
37134,593,74261,18
37135,587,74261,41
37136,509,74271,8
37137,533,74271,17
37138,541,74271,79
37139,516,74271,1
37140,536,74271,34
37141,512,74281,68
37142,526,74281,41
37143,533,74281,9
37144,561,74281,82
37145,565,74281,22
37146,555,74291,17
37147,539,74291,55
37148,508,74291,45
37149,531,74291,32
37150,536,74291,71
37151,579,74301,17
37152,589,74301,16
37153,554,74301,33
37154,574,74301,60
37155,583,74301,51
37156,571,74311,29
37157,530,74311,78
37158,537,74311,98
37159,535,74311,40
37160,514,74311,22
37161,600,74321,8
37162,553,74321,79
37163,575,74321,61
37164,534,74321,88
37165,574,74321,99
37166,573,74331,70
37167,521,74331,23
37168,578,74331,95
37169,562,74331,47
37170,563,74331,4
37171,591,74341,5
37172,551,74341,31
37173,570,74341,10
37174,558,74341,83
37175,561,74341,6
37176,572,74351,18
37177,535,74351,61
37178,586,74351,93
37179,588,74351,10
37180,595,74351,91
37181,579,74361,67
37182,503,74361,70
37183,515,74361,25
37184,565,74361,66
37185,567,74361,56
37186,572,74371,38
37187,559,74371,73
37188,527,74371,32
37189,550,74371,65
37190,520,74371,80
37191,575,74381,60
37192,544,74381,20
37193,597,74381,24
37194,586,74381,74
37195,579,74381,5
37196,600,74391,73
37197,575,74391,88
37198,582,74391,64
37199,546,74391,76
37200,510,74391,59
37201,569,74401,96
37202,554,74401,53
37203,559,74401,56
37204,584,74401,28
37205,557,74401,61
37206,549,74411,15
37207,550,74411,19
37208,524,74411,60
37209,564,74411,44
37210,524,74411,10
37211,594,74421,33
37212,596,74421,96
37213,542,74421,14
37214,586,74421,10
37215,515,74421,56
37216,505,74431,84
37217,550,74431,78
37218,540,74431,80
37219,513,74431,3
37220,587,74431,47
37221,534,74441,43
37222,556,74441,17
37223,575,74441,63
37224,585,74441,10
37225,578,74441,4
37226,530,74451,57
37227,569,74451,83
37228,555,74451,51
37229,547,74451,88
37230,526,74451,77
37231,526,74461,72
37232,565,74461,24
37233,555,74461,70
37234,548,74461,67
37235,546,74461,12
37236,555,74471,67
37237,533,74471,70
37238,547,74471,74
37239,544,74471,50
37240,545,74471,92
37241,589,74481,66
37242,557,74481,16
37243,548,74481,71
37244,518,74481,42
37245,592,74481,5
37246,526,74491,9
37247,571,74491,19
37248,593,74491,16
37249,505,74491,90
37250,505,74491,5
37251,587,74501,44
37252,581,74501,56
37253,581,74501,96
37254,501,74501,75
37255,595,74501,60
37256,540,74511,65
37257,519,74511,1
37258,520,74511,5
37259,526,74511,42
37260,587,74511,40
37261,588,74521,57
37262,552,74521,30
37263,517,74521,8
37264,557,74521,12
37265,550,74521,58
37266,530,74531,14
37267,505,74531,74
37268,580,74531,19
37269,501,74531,18
37270,516,74531,27
37271,513,74541,90
37272,583,74541,73
37273,501,74541,47
37274,586,74541,6
37275,512,74541,87
37276,550,74551,56
37277,515,74551,12
37278,549,74551,18
37279,533,74551,29
37280,511,74551,55
37281,528,74561,51
37282,599,74561,87
37283,593,74561,78
37284,526,74561,10
37285,508,74561,22
37286,530,74571,62
37287,582,74571,25
37288,505,74571,89
37289,533,74571,46
37290,581,74571,65
37291,587,74581,18
37292,598,74581,21
37293,509,74581,37
37294,582,74581,26
37295,599,74581,20
37296,535,74591,91
37297,545,74591,29
37298,515,74591,57
37299,527,74591,37
37300,584,74591,86
37301,594,74601,22
37302,508,74601,92
37303,559,74601,76
37304,584,74601,99
37305,530,74601,54
37306,541,74611,90
37307,531,74611,18
37308,534,74611,17
37309,568,74611,91
37310,577,74611,99
37311,526,74621,6
37312,600,74621,15
37313,595,74621,93
37314,506,74621,79
37315,596,74621,78
37316,521,74631,31
37317,542,74631,59
37318,533,74631,72
37319,510,74631,47
37320,555,74631,61
37321,530,74641,73
37322,586,74641,90
37323,537,74641,56
37324,563,74641,32
37325,511,74641,74
37326,546,74651,86
37327,513,74651,80
37328,527,74651,85
37329,562,74651,4
37330,588,74651,28
37331,501,74661,16
37332,528,74661,19
37333,537,74661,49
37334,552,74661,46
37335,503,74661,83
37336,537,74671,66
37337,543,74671,61
37338,502,74671,12
37339,536,74671,54
37340,582,74671,32
37341,506,74681,41
37342,560,74681,79
37343,559,74681,31
37344,581,74681,81
37345,552,74681,16
37346,575,74691,45
37347,512,74691,90
37348,595,74691,40
37349,512,74691,14
37350,560,74691,5
37351,549,74701,6
37352,552,74701,57
37353,588,74701,15
37354,597,74701,27
37355,588,74701,8
37356,587,74711,16
37357,578,74711,18
37358,575,74711,12
37359,583,74711,53
37360,590,74711,28
37361,516,74721,26
37362,576,74721,21
37363,541,74721,11
37364,571,74721,14
37365,542,74721,76
37366,599,74731,64
37367,594,74731,58
37368,501,74731,77
37369,565,74731,24
37370,529,74731,33
37371,515,74741,28
37372,600,74741,40
37373,507,74741,84
37374,585,74741,36
37375,547,74741,95
37376,513,74751,39
37377,599,74751,63
37378,550,74751,38
37379,564,74751,60
37380,556,74751,47
37381,570,74761,23
37382,572,74761,6
37383,525,74761,93
37384,574,74761,7
37385,521,74761,25
37386,555,74771,74
37387,544,74771,69
37388,595,74771,77
37389,597,74771,15
37390,502,74771,5
37391,555,74781,4
37392,542,74781,74
37393,559,74781,65
37394,531,74781,16
37395,521,74781,57
37396,522,74791,73
37397,529,74791,13
37398,550,74791,86
37399,587,74791,60
37400,539,74791,68
37401,599,74801,93
37402,582,74801,94
37403,517,74801,12
37404,543,74801,16
37405,593,74801,1
37406,599,74811,25
37407,526,74811,85
37408,503,74811,77
37409,578,74811,16
37410,551,74811,88
37411,512,74821,48
37412,533,74821,28
37413,514,74821,86
37414,513,74821,5
37415,505,74821,1
37416,530,74831,45
37417,529,74831,28
37418,506,74831,5
37419,557,74831,31
37420,525,74831,17
37421,584,74841,49
37422,513,74841,83
37423,538,74841,48
37424,555,74841,45
37425,575,74841,33
37426,506,74851,70
37427,516,74851,73
37428,572,74851,40
37429,565,74851,38
37430,592,74851,93
37431,590,74861,95
37432,530,74861,41
37433,563,74861,59
37434,595,74861,75
37435,555,74861,84
37436,566,74871,53
37437,594,74871,8
37438,534,74871,72
37439,545,74871,54
37440,581,74871,9
37441,506,74881,82
37442,534,74881,46
37443,581,74881,13
37444,518,74881,94
37445,525,74881,16
37446,524,74891,55
37447,566,74891,85
37448,571,74891,40
37449,504,74891,53
37450,592,74891,13
37451,549,74901,27
37452,561,74901,34
37453,599,74901,71
37454,558,74901,6
37455,541,74901,77
37456,530,74911,53
37457,591,74911,91
37458,539,74911,89
37459,565,74911,13
37460,584,74911,84
37461,559,74921,70
37462,562,74921,16
37463,556,74921,44
37464,542,74921,8
37465,588,74921,45
37466,581,74931,58
37467,563,74931,10
37468,565,74931,84
37469,572,74931,23
37470,574,74931,59
37471,548,74941,16
37472,516,74941,65
37473,541,74941,64
37474,530,74941,75
37475,513,74941,47
37476,578,74951,88
37477,581,74951,63
37478,534,74951,54
37479,554,74951,49
37480,598,74951,80
37481,539,74961,85
37482,565,74961,3
37483,583,74961,42
37484,572,74961,78
37485,526,74961,14
37486,523,74971,98
37487,538,74971,22
37488,577,74971,59
37489,521,74971,72
37490,502,74971,15
37491,520,74981,90
37492,551,74981,47
37493,545,74981,53
37494,545,74981,18
37495,598,74981,17
37496,556,74991,96
37497,569,74991,68
37498,600,74991,65
37499,583,74991,40
37500,511,74991,43
37501,586,75001,52
37502,573,75001,39
37503,586,75001,45
37504,523,75001,12
37505,527,75001,32
37506,508,75011,70
37507,577,75011,85
37508,523,75011,17
37509,533,75011,92
37510,502,75011,42
37511,565,75021,79
37512,529,75021,29
37513,531,75021,2
37514,566,75021,78
37515,587,75021,5
37516,573,75031,88
37517,517,75031,68
37518,532,75031,18
37519,532,75031,55
37520,552,75031,27
37521,552,75041,44
37522,525,75041,60
37523,537,75041,74
37524,556,75041,18
37525,595,75041,5
37526,545,75051,38
37527,559,75051,71
37528,512,75051,66
37529,524,75051,17
37530,562,75051,11
37531,582,75061,11
37532,515,75061,96
37533,577,75061,71
37534,528,75061,63
37535,506,75061,50
37536,533,75071,44
37537,521,75071,22
37538,533,75071,30
37539,599,75071,95
37540,565,75071,47
37541,595,75081,77
37542,554,75081,17
37543,535,75081,49
37544,598,75081,25
37545,507,75081,40
37546,565,75091,27
37547,512,75091,8
37548,501,75091,22
37549,521,75091,4
37550,517,75091,75
37551,553,75101,23
37552,570,75101,24
37553,543,75101,78
37554,517,75101,95
37555,599,75101,52
37556,588,75111,94
37557,532,75111,19
37558,566,75111,4
37559,558,75111,20
37560,501,75111,75
37561,535,75121,91
37562,519,75121,32
37563,565,75121,54
37564,532,75121,77
37565,524,75121,76
37566,594,75131,35
37567,518,75131,76
37568,542,75131,45
37569,524,75131,67
37570,514,75131,96
37571,509,75141,32
37572,572,75141,78
37573,599,75141,46
37574,584,75141,25
37575,561,75141,82
37576,565,75151,72
37577,527,75151,57
37578,544,75151,86
37579,514,75151,1
37580,506,75151,65
37581,527,75161,61
37582,566,75161,62
37583,599,75161,20
37584,600,75161,92
37585,538,75161,53
37586,508,75171,51
37587,549,75171,76
37588,550,75171,20
37589,546,75171,37
37590,502,75171,69
37591,533,75181,27
37592,516,75181,37
37593,519,75181,29
37594,551,75181,75
37595,562,75181,38
37596,555,75191,88
37597,568,75191,52
37598,521,75191,54
37599,507,75191,85
37600,515,75191,32
37601,515,75201,2
37602,595,75201,78
37603,526,75201,82
37604,530,75201,5
37605,501,75201,89
37606,554,75211,25
37607,533,75211,40
37608,507,75211,31
37609,567,75211,6
37610,531,75211,14
37611,538,75221,48
37612,536,75221,78
37613,566,75221,31
37614,518,75221,2
37615,599,75221,53
37616,593,75231,40
37617,596,75231,80
37618,529,75231,50
37619,588,75231,64
37620,556,75231,61
37621,526,75241,74
37622,542,75241,30
37623,531,75241,97
37624,516,75241,44
37625,598,75241,68
37626,566,75251,53
37627,508,75251,5
37628,560,75251,81
37629,514,75251,6
37630,588,75251,65
37631,511,75261,31
37632,530,75261,68
37633,583,75261,43
37634,521,75261,6
37635,591,75261,25
37636,543,75271,31
37637,502,75271,19
37638,578,75271,65
37639,587,75271,8
37640,576,75271,30
37641,583,75281,48
37642,568,75281,26
37643,562,75281,96
37644,596,75281,47
37645,590,75281,80
37646,513,75291,85
37647,517,75291,49
37648,503,75291,66
37649,547,75291,80
37650,544,75291,17
37651,516,75301,15
37652,540,75301,7
37653,516,75301,79
37654,515,75301,59
37655,545,75301,63
37656,508,75311,7
37657,511,75311,12
37658,556,75311,63
37659,569,75311,42
37660,581,75311,44
37661,501,75321,55
37662,534,75321,87
37663,528,75321,52
37664,555,75321,34
37665,548,75321,90
37666,550,75331,73
37667,517,75331,58
37668,572,75331,88
37669,584,75331,2
37670,503,75331,46
37671,584,75341,4
37672,518,75341,71
37673,585,75341,26
37674,513,75341,7
37675,526,75341,63
37676,548,75351,51
37677,553,75351,84
37678,584,75351,3
37679,579,75351,58
37680,545,75351,88
37681,542,75361,38
37682,590,75361,7
37683,581,75361,44
37684,531,75361,62
37685,595,75361,92
37686,573,75371,46
37687,571,75371,67
37688,570,75371,41
37689,560,75371,8
37690,564,75371,56
37691,528,75381,39
37692,515,75381,82
37693,550,75381,71
37694,547,75381,94
37695,546,75381,26
37696,535,75391,50
37697,541,75391,31
37698,546,75391,61
37699,553,75391,90
37700,573,75391,41
37701,581,75401,35
37702,513,75401,3
37703,596,75401,30
37704,546,75401,94
37705,551,75401,26
37706,543,75411,78
37707,588,75411,59
37708,534,75411,68
37709,530,75411,6
37710,566,75411,33
37711,575,75421,47
37712,578,75421,14
37713,556,75421,83
37714,557,75421,89
37715,569,75421,48
37716,522,75431,77
37717,545,75431,4
37718,550,75431,86
37719,518,75431,43
37720,536,75431,12
37721,519,75441,46
37722,538,75441,26
37723,506,75441,64
37724,538,75441,88
37725,550,75441,83
37726,582,75451,26
37727,583,75451,21
37728,555,75451,50
37729,516,75451,73
37730,512,75451,42
37731,529,75461,53
37732,576,75461,71
37733,527,75461,20
37734,501,75461,36
37735,502,75461,99
37736,513,75471,82
37737,550,75471,29
37738,571,75471,42
37739,570,75471,86
37740,524,75471,15
37741,571,75481,59
37742,588,75481,4
37743,518,75481,3
37744,538,75481,76
37745,539,75481,63
37746,553,75491,19
37747,539,75491,6
37748,574,75491,56
37749,575,75491,37
37750,562,75491,11
37751,520,75501,72
37752,585,75501,13
37753,557,75501,66
37754,561,75501,8
37755,504,75501,55
37756,578,75511,44
37757,566,75511,33
37758,503,75511,84
37759,553,75511,69
37760,589,75511,97
37761,571,75521,62
37762,504,75521,94
37763,583,75521,45
37764,503,75521,7
37765,512,75521,37
37766,528,75531,1
37767,551,75531,97
37768,558,75531,58
37769,502,75531,77
37770,577,75531,79
37771,577,75541,10
37772,590,75541,93
37773,506,75541,9
37774,548,75541,78
37775,597,75541,44
37776,591,75551,72
37777,517,75551,64
37778,575,75551,47
37779,506,75551,85
37780,523,75551,44
37781,582,75561,64
37782,580,75561,73
37783,588,75561,66
37784,502,75561,34
37785,581,75561,4
37786,596,75571,82
37787,541,75571,95
37788,560,75571,13
37789,564,75571,28
37790,555,75571,21
37791,520,75581,23
37792,581,75581,28
37793,554,75581,48
37794,551,75581,72
37795,566,75581,90
37796,600,75591,63
37797,555,75591,22
37798,551,75591,52
37799,511,75591,47
37800,553,75591,64
37801,537,75601,18
37802,523,75601,32
37803,518,75601,34
37804,548,75601,93
37805,526,75601,78
37806,552,75611,76
37807,536,75611,51
37808,538,75611,53
37809,587,75611,27
37810,534,75611,8
37811,530,75621,50
37812,511,75621,62
37813,514,75621,12
37814,505,75621,86
37815,536,75621,3
37816,560,75631,39
37817,593,75631,12
37818,581,75631,94
37819,580,75631,79
37820,558,75631,43
37821,530,75641,44
37822,585,75641,66
37823,565,75641,41
37824,510,75641,69
37825,510,75641,32
37826,584,75651,65
37827,519,75651,63
37828,517,75651,40
37829,502,75651,55
37830,504,75651,1
37831,534,75661,90
37832,526,75661,66
37833,589,75661,4
37834,504,75661,75
37835,534,75661,74
37836,565,75671,66
37837,510,75671,78
37838,506,75671,76
37839,589,75671,14
37840,574,75671,92
37841,509,75681,40
37842,573,75681,52
37843,551,75681,49
37844,502,75681,43
37845,524,75681,79
37846,567,75691,58
37847,553,75691,24
37848,509,75691,8
37849,588,75691,97
37850,521,75691,95
37851,593,75701,12
37852,577,75701,6
37853,582,75701,52
37854,544,75701,62
37855,597,75701,32
37856,587,75711,60
37857,589,75711,98
37858,551,75711,51
37859,561,75711,5
37860,556,75711,99
37861,553,75721,73
37862,526,75721,80
37863,579,75721,38
37864,529,75721,60
37865,573,75721,70
37866,525,75731,78
37867,529,75731,94
37868,559,75731,77
37869,553,75731,61
37870,521,75731,14
37871,557,75741,33
37872,566,75741,41
37873,511,75741,36
37874,575,75741,90
37875,547,75741,88
37876,516,75751,3
37877,552,75751,8
37878,546,75751,94
37879,574,75751,86
37880,503,75751,95
37881,571,75761,43
37882,518,75761,15
37883,539,75761,26
37884,587,75761,97
37885,537,75761,69
37886,512,75771,57
37887,539,75771,53
37888,596,75771,98
37889,553,75771,50
37890,596,75771,19
37891,560,75781,2
37892,533,75781,12
37893,579,75781,23
37894,563,75781,1
37895,599,75781,18
37896,559,75791,38
37897,593,75791,62
37898,589,75791,43
37899,534,75791,65
37900,532,75791,66
37901,577,75801,68
37902,528,75801,79
37903,567,75801,40
37904,506,75801,35
37905,553,75801,44
37906,557,75811,61
37907,565,75811,98
37908,527,75811,91
37909,586,75811,30
37910,569,75811,79
37911,512,75821,11
37912,515,75821,70
37913,570,75821,16
37914,593,75821,9
37915,546,75821,1
37916,547,75831,80
37917,535,75831,5
37918,558,75831,42
37919,537,75831,84
37920,536,75831,91
37921,536,75841,92
37922,594,75841,86
37923,535,75841,73
37924,535,75841,75
37925,505,75841,23
37926,554,75851,68
37927,546,75851,93
37928,546,75851,83
37929,507,75851,88
37930,530,75851,73
37931,560,75861,98
37932,587,75861,90
37933,506,75861,62
37934,519,75861,50
37935,578,75861,93
37936,574,75871,1
37937,572,75871,53
37938,597,75871,29
37939,536,75871,28
37940,553,75871,60
37941,542,75881,39
37942,504,75881,12
37943,531,75881,54
37944,503,75881,61
37945,517,75881,10
37946,540,75891,39
37947,569,75891,98
37948,565,75891,31
37949,554,75891,83
37950,534,75891,27
37951,595,75901,40
37952,561,75901,59
37953,501,75901,87
37954,528,75901,57
37955,543,75901,65
37956,549,75911,65
37957,600,75911,39
37958,507,75911,14
37959,504,75911,53
37960,589,75911,16
37961,556,75921,45
37962,513,75921,37
37963,515,75921,6
37964,579,75921,63
37965,533,75921,29
37966,560,75931,18
37967,551,75931,26
37968,580,75931,88
37969,504,75931,12
37970,551,75931,34
37971,539,75941,9
37972,531,75941,35
37973,513,75941,16
37974,572,75941,54
37975,519,75941,71
37976,595,75951,66
37977,560,75951,19
37978,540,75951,7
37979,599,75951,42
37980,505,75951,41
37981,584,75961,35
37982,560,75961,88
37983,522,75961,10
37984,553,75961,81
37985,589,75961,89
37986,556,75971,15
37987,542,75971,18
37988,560,75971,2
37989,525,75971,38
37990,544,75971,60
37991,577,75981,52
37992,516,75981,70
37993,594,75981,22
37994,513,75981,81
37995,572,75981,95
37996,585,75991,20
37997,522,75991,47
37998,552,75991,57
37999,600,75991,66
38000,510,75991,65
38001,594,76001,16
38002,569,76001,51
38003,556,76001,74
38004,556,76001,68
38005,508,76001,99
38006,523,76011,99
38007,571,76011,44
38008,516,76011,7
38009,504,76011,26
38010,544,76011,14
38011,528,76021,30
38012,517,76021,73
38013,569,76021,80
38014,584,76021,21
38015,562,76021,71
38016,523,76031,80
38017,559,76031,57
38018,585,76031,8
38019,529,76031,64
38020,565,76031,99
38021,524,76041,79
38022,568,76041,97
38023,540,76041,11
38024,508,76041,53
38025,523,76041,29
38026,501,76051,21
38027,539,76051,45
38028,564,76051,64
38029,568,76051,74
38030,580,76051,11
38031,539,76061,58
38032,513,76061,74
38033,519,76061,96
38034,546,76061,48
38035,572,76061,89
38036,558,76071,76
38037,589,76071,55
38038,586,76071,98
38039,539,76071,70
38040,520,76071,74
38041,511,76081,3
38042,503,76081,82
38043,562,76081,71
38044,580,76081,43
38045,591,76081,45
38046,555,76091,90
38047,587,76091,67
38048,537,76091,85
38049,580,76091,61
38050,560,76091,13
38051,502,76101,47
38052,587,76101,36
38053,529,76101,46
38054,536,76101,99
38055,567,76101,44
38056,600,76111,87
38057,595,76111,44
38058,555,76111,46
38059,563,76111,33
38060,528,76111,94
38061,589,76121,82
38062,564,76121,15
38063,506,76121,68
38064,513,76121,1
38065,597,76121,88
38066,511,76131,35
38067,575,76131,62
38068,569,76131,90
38069,563,76131,43
38070,593,76131,44
38071,512,76141,16
38072,574,76141,72
38073,593,76141,2
38074,598,76141,41
38075,531,76141,25
38076,508,76151,35
38077,584,76151,67
38078,531,76151,59
38079,592,76151,85
38080,555,76151,62
38081,582,76161,29
38082,502,76161,42
38083,533,76161,32
38084,586,76161,20
38085,542,76161,6
38086,594,76171,24
38087,565,76171,61
38088,587,76171,57
38089,597,76171,59
38090,582,76171,17
38091,586,76181,47
38092,575,76181,85
38093,521,76181,50
38094,555,76181,3
38095,524,76181,72
38096,574,76191,36
38097,596,76191,42
38098,538,76191,76
38099,565,76191,19
38100,559,76191,7
38101,515,76201,77
38102,571,76201,84
38103,520,76201,92
38104,501,76201,26
38105,564,76201,98
38106,504,76211,76
38107,584,76211,93
38108,544,76211,1
38109,593,76211,97
38110,551,76211,48
38111,556,76221,75
38112,567,76221,48
38113,569,76221,15
38114,568,76221,51
38115,559,76221,74
38116,563,76231,88
38117,511,76231,39
38118,560,76231,12
38119,529,76231,43
38120,599,76231,77
38121,504,76241,44
38122,575,76241,43
38123,503,76241,86
38124,573,76241,89
38125,533,76241,50
38126,539,76251,92
38127,551,76251,24
38128,587,76251,55
38129,530,76251,88
38130,573,76251,80
38131,501,76261,2
38132,562,76261,90
38133,513,76261,40
38134,543,76261,97
38135,566,76261,99
38136,540,76271,36
38137,576,76271,22
38138,511,76271,50
38139,549,76271,12
38140,585,76271,98
38141,556,76281,81
38142,594,76281,61
38143,548,76281,98
38144,585,76281,97
38145,520,76281,63
38146,530,76291,48
38147,559,76291,7
38148,588,76291,35
38149,595,76291,5
38150,556,76291,61
38151,578,76301,86
38152,578,76301,22
38153,598,76301,54
38154,549,76301,89
38155,566,76301,94
38156,565,76311,1
38157,544,76311,98
38158,547,76311,56
38159,510,76311,39
38160,502,76311,15
38161,509,76321,27
38162,552,76321,81
38163,543,76321,23
38164,567,76321,15
38165,574,76321,44
38166,514,76331,99
38167,503,76331,81
38168,515,76331,11
38169,594,76331,16
38170,531,76331,78
38171,564,76341,95
38172,581,76341,14
38173,553,76341,20
38174,572,76341,37
38175,545,76341,32
38176,501,76351,47
38177,522,76351,60
38178,600,76351,67
38179,582,76351,30
38180,590,76351,55
38181,576,76361,7
38182,549,76361,35
38183,577,76361,33
38184,504,76361,36
38185,556,76361,27
38186,528,76371,38
38187,561,76371,20
38188,554,76371,41
38189,566,76371,88
38190,562,76371,83
38191,561,76381,41
38192,541,76381,2
38193,587,76381,94
38194,585,76381,26
38195,557,76381,53
38196,599,76391,90
38197,574,76391,38
38198,510,76391,10
38199,538,76391,99
38200,585,76391,31
38201,595,76401,16
38202,569,76401,2
38203,554,76401,11
38204,514,76401,53
38205,578,76401,55
38206,532,76411,17
38207,534,76411,46
38208,501,76411,88
38209,588,76411,95
38210,575,76411,56
38211,552,76421,67
38212,591,76421,28
38213,539,76421,34
38214,513,76421,20
38215,504,76421,80
38216,599,76431,26
38217,548,76431,70
38218,507,76431,67
38219,520,76431,83
38220,585,76431,57
38221,535,76441,51
38222,570,76441,77
38223,583,76441,44
38224,598,76441,89
38225,532,76441,64
38226,515,76451,66
38227,578,76451,16
38228,524,76451,88
38229,575,76451,68
38230,559,76451,56
38231,526,76461,62
38232,513,76461,52
38233,501,76461,5
38234,524,76461,32
38235,534,76461,73
38236,578,76471,98
38237,572,76471,63
38238,585,76471,45
38239,566,76471,26
38240,556,76471,99
38241,561,76481,76
38242,519,76481,88
38243,558,76481,27
38244,519,76481,4
38245,508,76481,94
38246,539,76491,52
38247,502,76491,77
38248,567,76491,42
38249,551,76491,59
38250,589,76491,39
38251,530,76501,82
38252,518,76501,10
38253,512,76501,11
38254,527,76501,52
38255,564,76501,69
38256,552,76511,97
38257,563,76511,8
38258,555,76511,74
38259,592,76511,16
38260,585,76511,63
38261,529,76521,71
38262,522,76521,92
38263,557,76521,72
38264,567,76521,56
38265,575,76521,88
38266,515,76531,47
38267,557,76531,6
38268,573,76531,29
38269,521,76531,5
38270,505,76531,55
38271,566,76541,54
38272,514,76541,56
38273,553,76541,32
38274,550,76541,48
38275,526,76541,90
38276,581,76551,96
38277,541,76551,73
38278,533,76551,62
38279,597,76551,33
38280,591,76551,42
38281,531,76561,64
38282,541,76561,59
38283,506,76561,49
38284,507,76561,10
38285,573,76561,61
38286,583,76571,15
38287,598,76571,83
38288,515,76571,12
38289,517,76571,40
38290,564,76571,23
38291,533,76581,34
38292,543,76581,50
38293,513,76581,62
38294,547,76581,13
38295,583,76581,1
38296,598,76591,21
38297,599,76591,59
38298,600,76591,60
38299,533,76591,53
38300,586,76591,48
38301,571,76601,6
38302,585,76601,34
38303,594,76601,97
38304,503,76601,98
38305,502,76601,44
38306,570,76611,61
38307,522,76611,23
38308,565,76611,16
38309,556,76611,1
38310,568,76611,67
38311,590,76621,74
38312,530,76621,80
38313,511,76621,21
38314,524,76621,67
38315,508,76621,97
38316,562,76631,39
38317,530,76631,45
38318,506,76631,51
38319,552,76631,34
38320,596,76631,25
38321,519,76641,31
38322,522,76641,20
38323,559,76641,25
38324,521,76641,34
38325,516,76641,40
38326,589,76651,68
38327,558,76651,75
38328,562,76651,88
38329,529,76651,10
38330,574,76651,25
38331,584,76661,56
38332,501,76661,64
38333,585,76661,82
38334,542,76661,16
38335,550,76661,25
38336,592,76671,47
38337,584,76671,44
38338,547,76671,29
38339,529,76671,51
38340,547,76671,60
38341,581,76681,42
38342,595,76681,44
38343,503,76681,43
38344,528,76681,90
38345,527,76681,49
38346,527,76691,13
38347,544,76691,36
38348,579,76691,99
38349,532,76691,90
38350,559,76691,18
38351,563,76701,60
38352,558,76701,9
38353,569,76701,55
38354,562,76701,72
38355,531,76701,78
38356,566,76711,42
38357,540,76711,81
38358,511,76711,58
38359,563,76711,25
38360,581,76711,99
38361,566,76721,69
38362,580,76721,43
38363,530,76721,99
38364,579,76721,16
38365,565,76721,32
38366,575,76731,40
38367,527,76731,81
38368,521,76731,92
38369,574,76731,59
38370,511,76731,72
38371,584,76741,26
38372,543,76741,7
38373,599,76741,54
38374,600,76741,15
38375,522,76741,14
38376,551,76751,9
38377,555,76751,67
38378,570,76751,99
38379,526,76751,15
38380,545,76751,17
38381,556,76761,91
38382,521,76761,85
38383,556,76761,22
38384,525,76761,7
38385,577,76761,76
38386,566,76771,15
38387,514,76771,19
38388,534,76771,52
38389,502,76771,26
38390,580,76771,16
38391,506,76781,91
38392,554,76781,49
38393,581,76781,22
38394,546,76781,24
38395,572,76781,29
38396,519,76791,58
38397,512,76791,92
38398,537,76791,78
38399,533,76791,75
38400,539,76791,2
38401,565,76801,83
38402,515,76801,80
38403,590,76801,49
38404,517,76801,71
38405,560,76801,25
38406,538,76811,94
38407,546,76811,18
38408,576,76811,68
38409,547,76811,15
38410,520,76811,74
38411,577,76821,44
38412,529,76821,56
38413,538,76821,41
38414,560,76821,19
38415,587,76821,55
38416,544,76831,78
38417,502,76831,35
38418,537,76831,28
38419,593,76831,44
38420,533,76831,21
38421,561,76841,68
38422,521,76841,49
38423,557,76841,94
38424,547,76841,28
38425,581,76841,58
38426,511,76851,13
38427,507,76851,52
38428,545,76851,19
38429,572,76851,28
38430,567,76851,59
38431,541,76861,18
38432,544,76861,49
38433,515,76861,20
38434,575,76861,9
38435,512,76861,1
38436,532,76871,14
38437,501,76871,37
38438,569,76871,27
38439,547,76871,80
38440,547,76871,71
38441,547,76881,44
38442,516,76881,34
38443,505,76881,49
38444,593,76881,93
38445,502,76881,59
38446,529,76891,20
38447,592,76891,87
38448,597,76891,81
38449,559,76891,44
38450,571,76891,34
38451,522,76901,44
38452,523,76901,96
38453,574,76901,51
38454,502,76901,43
38455,555,76901,92
38456,577,76911,92
38457,554,76911,85
38458,542,76911,43
38459,516,76911,65
38460,533,76911,95
38461,544,76921,29
38462,573,76921,87
38463,560,76921,39
38464,557,76921,75
38465,564,76921,19
38466,505,76931,7
38467,555,76931,51
38468,585,76931,79
38469,587,76931,95
38470,579,76931,2
38471,598,76941,28
38472,526,76941,10
38473,587,76941,3
38474,525,76941,74
38475,555,76941,5
38476,534,76951,14
38477,541,76951,45
38478,560,76951,8
38479,509,76951,92
38480,588,76951,21
38481,595,76961,9
38482,578,76961,91
38483,557,76961,29
38484,515,76961,40
38485,559,76961,49
38486,598,76971,20
38487,589,76971,51
38488,594,76971,39
38489,551,76971,93
38490,598,76971,43
38491,587,76981,51
38492,512,76981,27
38493,599,76981,88
38494,506,76981,68
38495,533,76981,92
38496,552,76991,52
38497,551,76991,84
38498,596,76991,69
38499,528,76991,57
38500,569,76991,90
38501,597,77001,98
38502,522,77001,78
38503,552,77001,95
38504,537,77001,28
38505,590,77001,53
38506,556,77011,61
38507,533,77011,97
38508,540,77011,20
38509,597,77011,25
